slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
nodit-mainnet-developer-recent-state,,!offer:nodit-developer-recent-state,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nodit-mainnet-starter-full-archive,,!offer:nodit-starter-full-archive,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nodit-mainnet-starter-indexer,Nodit,,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",Starter,Free,Archive,Indexed Data,Custom,mainnet,$0,,FALSE,FALSE,"[""Elastic Node"",""Web3 Data API"",""Stream"",""Webhook"",""Datasquare""]","[""1M CUs/day"",""300 CU/s"",""1 project"",""1 API Key"",""5K reqs per 5 minutes""]","[""Allowlist Control"",""Unique API keys for Projects Authorization"",""Webhook v2 Security"",""On-Chain Data Protection""]","[""Statistical Dashboard"",""Real-time Node Monitoring"",""Real-time Node Monitoring"",""Real-time Node Monitoring""]","[""Global""]","[""Testnet Faucets""]",,,99.90%,NULL,,NULL,,NULL,
nodit-mainnet-starter-plus-full-archive,,!offer:nodit-starter-plus-full-archive,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nodit-mainnet-starter-plus-indexer,Nodit,,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",Starter Plus,Tiered,Archive,Indexed Data,Custom,mainnet,$10/mo,$1/1M CUs,FALSE,FALSE,"[""Elastic Node"",""Web3 Data API"",""Stream"",""Webhook"",""Datasquare""]","[""100M CUs/day"",""400 CU/s"",""2 project"",""2 API Key"",""5K reqs per 5 minutes""]","[""Allowlist Control"",""Unique API keys for Projects Authorization"",""Webhook v2 Security"",""On-Chain Data Protection""]","[""Statistical Dashboard"",""Real-time Node Monitoring"",""Real-time Node Monitoring"",""Real-time Node Monitoring""]","[""Global""]","[""Testnet Faucets""]",,,99.90%,NULL,,NULL,,NULL,
nodit-mainnet-starter-plus-recent-state,,!offer:nodit-starter-plus-recent-state,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nodit-mainnet-starter-recent-state,,!offer:nodit-starter-recent-state,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-business-full-archive,,!offer:nodit-business-full-archive,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-business-indexer,Nodit,,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",Business,Tiered,Archive,Indexed Data,Custom,testnet,"$250/mo (monthly plan),$189/mo (yearly plan)",$1/1M CUs,FALSE,FALSE,"[""Elastic Node"",""Web3 Data API"",""Stream"",""Webhook"",""Datasquare""]","[""1.6B CUs/mo"",""3K CU/s"",""10 projects"",""3 API Keys"",""5K reqs per 5 minutes""]","[""Allowlist Control"",""Unique API keys for Projects Authorization"",""Webhook v2 Security"",""On-Chain Data Protection""]","[""Statistical Dashboard"",""Real-time Node Monitoring"",""Real-time Node Monitoring"",""Real-time Node Monitoring""]","[""Global""]","[""Testnet Faucets""]",,,99.90%,NULL,,NULL,,NULL,
nodit-testnet-business-recent-state,,!offer:nodit-business-recent-state,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-dedicated-full-archive,,!offer:nodit-dedicated-full-archive,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-dedicated-indexer,Nodit,,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,Dedicated,Archive,Indexed Data,Custom,testnet,Custom,Custom,FALSE,FALSE,"[""Elastic Node"",""Web3 Data API"",""Stream"",""Webhook"",""Datasquare""]","[""custom limits""]","[""Allowlist Control"",""Unique API keys for Projects Authorization"",""Webhook v2 Security"",""On-Chain Data Protection""]","[""Statistical Dashboard"",""Real-time Node Monitoring"",""Real-time Node Monitoring"",""Real-time Node Monitoring""]","[""Global""]","[""Testnet Faucets""]",,,99.90%,NULL,,NULL,,NULL,
nodit-testnet-dedicated-recent-state,,!offer:nodit-dedicated-recent-state,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-developer-full-archive,,!offer:nodit-developer-full-archive,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-developer-indexer,Nodit,,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",Developer,Tiered,Archive,Indexed Data,Custom,testnet,"$45/mo (monthly plan),$35/mo (yearly plan)",$1/1M CUs,FALSE,FALSE,"[""Elastic Node"",""Web3 Data API"",""Stream"",""Webhook"",""Datasquare""]","[""450M CUs/mo"",""600 CU/s"",""3 projects"",""3 API Keys"",""5K reqs per 5 minutes""]","[""Allowlist Control"",""Unique API keys for Projects Authorization"",""Webhook v2 Security"",""On-Chain Data Protection""]","[""Statistical Dashboard"",""Real-time Node Monitoring"",""Real-time Node Monitoring"",""Real-time Node Monitoring""]","[""Global""]","[""Testnet Faucets""]",,,99.90%,NULL,,NULL,,NULL,
nodit-testnet-developer-recent-state,,!offer:nodit-developer-recent-state,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-starter-full-archive,,!offer:nodit-starter-full-archive,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-starter-indexer,Nodit,,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",Starter,Free,Archive,Indexed Data,Custom,testnet,$0,,FALSE,FALSE,"[""Elastic Node"",""Web3 Data API"",""Stream"",""Webhook"",""Datasquare""]","[""1M CUs/day"",""300 CU/s"",""1 project"",""1 API Key"",""5K reqs per 5 minutes""]","[""Allowlist Control"",""Unique API keys for Projects Authorization"",""Webhook v2 Security"",""On-Chain Data Protection""]","[""Statistical Dashboard"",""Real-time Node Monitoring"",""Real-time Node Monitoring"",""Real-time Node Monitoring""]","[""Global""]","[""Testnet Faucets""]",,,99.90%,NULL,,NULL,,NULL,
nodit-testnet-starter-plus-full-archive,,!offer:nodit-starter-plus-full-archive,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-starter-plus-indexer,Nodit,,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",Starter Plus,Tiered,Archive,Indexed Data,Custom,testnet,$10/mo,$1/1M CUs,FALSE,FALSE,"[""Elastic Node"",""Web3 Data API"",""Stream"",""Webhook"",""Datasquare""]","[""100M CUs/day"",""400 CU/s"",""2 project"",""2 API Key"",""5K reqs per 5 minutes""]","[""Allowlist Control"",""Unique API keys for Projects Authorization"",""Webhook v2 Security"",""On-Chain Data Protection""]","[""Statistical Dashboard"",""Real-time Node Monitoring"",""Real-time Node Monitoring"",""Real-time Node Monitoring""]","[""Global""]","[""Testnet Faucets""]",,,99.90%,NULL,,NULL,,NULL,
nodit-testnet-starter-plus-recent-state,,!offer:nodit-starter-plus-recent-state,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nodit-testnet-starter-recent-state,,!offer:nodit-starter-recent-state,"[""[Docs](https://developer.nodit.io/en/api/aptos/node-api/getaccount/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-business-recent-state,,!offer:nownodes-business-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/apt-aptos/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-dedicated-recent-state,,!offer:nownodes-dedicated-recent-state,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://nownodes.gitbook.io/apt-aptos/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-enterprise-recent-state,,!offer:nownodes-enterprise-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/apt-aptos/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-free-recent-state,,!offer:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/aptos-apt)"",""[Docs](https://nownodes.gitbook.io/apt-aptos/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-pro-recent-state,,!offer:nownodes-pro-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/apt-aptos/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
omnia-mainnet-free-recent-state,,!offer:omnia-free-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
omnia-mainnet-pro-elite-recent-state,,!offer:omnia-pro-elite-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
omnia-mainnet-pro-growth-recent-state,,!offer:omnia-pro-growth-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
omnia-mainnet-pro-recent-state,,!offer:omnia-pro-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
omnia-testnet-free-recent-state,,!offer:omnia-free-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
omnia-testnet-pro-elite-recent-state,,!offer:omnia-pro-elite-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
omnia-testnet-pro-growth-recent-state,,!offer:omnia-pro-growth-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
omnia-testnet-pro-recent-state,,!offer:omnia-pro-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
onfinality-mainnet-accelerate-full-archive,,!offer:onfinality-accelerate-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
onfinality-mainnet-developer-full-archive,,!offer:onfinality-developer-full-archive,"[""[Website](https://onfinality.io/en/networks/aptos)"",""[Docs](https://documentation.onfinality.io/support/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
onfinality-mainnet-growth-full-archive,,!offer:onfinality-growth-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
publicnode-mainnet-public-recent-state,,!offer:publicnode-public-recent-state,"[""[Website](https://aptos.publicnode.com/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-full-archive,,!offer:quicknode-accelerate-full-archive,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,https://quicknode.com/signup?via=larry,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-recent-state,,!offer:quicknode-accelerate-recent-state,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-full-archive,,!offer:quicknode-build-full-archive,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-recent-state,,!offer:quicknode-build-recent-state,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-full-archive,,!offer:quicknode-business-full-archive,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-recent-state,,!offer:quicknode-business-recent-state,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-full-archive,,!offer:quicknode-scale-full-archive,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-recent-state,,!offer:quicknode-scale-recent-state,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-accelerate-full-archive,,!offer:quicknode-accelerate-full-archive,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-accelerate-recent-state,,!offer:quicknode-accelerate-recent-state,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-build-full-archive,,!offer:quicknode-build-full-archive,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-build-recent-state,,!offer:quicknode-build-recent-state,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-business-full-archive,,!offer:quicknode-business-full-archive,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-business-recent-state,,!offer:quicknode-business-recent-state,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-scale-full-archive,,!offer:quicknode-scale-full-archive,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-scale-recent-state,,!offer:quicknode-scale-recent-state,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/aptos)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
sentio-mainnet-free-full-archive,,!offer:sentio-free-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
sentio-mainnet-free-indexer,,!offer:sentio-free-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
sentio-mainnet-pay-as-you-go-full-archive,,!offer:sentio-pay-as-you-go-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
sentio-mainnet-pay-as-you-go-indexer,,!offer:sentio-pay-as-you-go-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
sentio-testnet-free-indexer,,!offer:sentio-free-indexer,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
sentio-testnet-pay-as-you-go-indexer,,!offer:sentio-pay-as-you-go-indexer,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-enterprise-recent-state,,!offer:spectrum-enterprise-recent-state,"[""[Website](https://spectrumnodes.com/networks/aptos-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
