slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
supra-mainnet,,!offer:supra,"[""[Docs](https://docs.bitlayer.org/docs/Build/DeveloperResources/Oracles/)""]",mainnet,,,,,,,,,,,,
