slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
thirdweb-sdk,,!offer:thirdweb-sdk,,,,,,,,,,,,,,,
