slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
alchemy-mainnet-free-recent-state,,!offer:alchemy-free-recent-state,"[""[Website](https://www.alchemy.com/zetachain)"",""[Docs](https://www.zetachain.com/docs/reference/api)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
allthatnode-mainnet-free-recent-state,,!offer:allthatnode-free-recent-state,"[""[Website](https://www.allthatnode.com/zetachain.dsrv)"",""[Docs](https://www.zetachain.com/docs/reference/api)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
drpc-mainnet-free-recent-state,,!offer:drpc-free-recent-state,"[""[Website](https://drpc.org/chainlist/zeta-chain-mainnet-rpc)"",""[Docs](https://www.zetachain.com/docs/reference/api)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
infstones-mainnet-free-recent-state,,!offer:infstones-free-recent-state,"[""[Website](https://app.infstones.com/api)"",""[Docs](https://www.zetachain.com/docs/reference/api)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
